,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
2/23/1980,415000.00,97,"428,000","418,000","3,596,000",125.5,"2,866,000","2,868,500",4.2,3.4,"85,385,877"
3/1/1980,407000.00,99.5,"409,000","419,250","3,486,000",122.4,"2,848,000","2,864,500",4.1,3.3,"85,385,877"
3/8/1980,413000.00,98.9,"418,000","417,500","3,475,000",120.5,"2,883,000","2,868,500",4.1,3.4,"85,385,877"
3/15/1980,398000.00,92.1,"432,000","421,750","3,413,000",118.2,"2,888,000","2,871,250",4,3.4,"85,385,877"
3/22/1980,392000.00,90.2,"435,000","423,500","3,337,000",114.2,"2,921,000","2,885,000",3.9,3.4,"85,385,877"
3/29/1980,399000.00,84.2,"475,000","440,000","3,223,000",112.4,"2,866,000","2,889,500",3.8,3.4,"85,385,877"
4/5/1980,451000.00,97.3,"464,000","451,500","3,245,000",107.9,"3,007,000","2,920,500",3.8,3.5,"86,043,597"
4/12/1980,535000.00,98.4,"544,000","479,500","3,320,000",107.6,"3,085,000","2,969,750",3.9,3.6,"86,043,597"
4/19/1980,495000.00,90.4,"548,000","507,750","3,292,000",103.3,"3,188,000","3,036,500",3.8,3.7,"86,043,597"
4/26/1980,482000.00,85.6,"563,000","529,750","3,272,000",101.4,"3,226,000","3,126,500",3.8,3.7,"86,043,597"
5/3/1980,491000.00,86,"572,000","556,750","3,241,000",97.2,"3,334,000","3,208,250",3.8,3.9,"86,043,597"
5/10/1980,526000.00,87.6,"601,000","571,000","3,300,000",96.6,"3,417,000","3,291,250",3.8,4,"86,043,597"
5/17/1980,539000.00,84,"642,000","594,500","3,347,000",94.4,"3,544,000","3,380,250",3.9,4.1,"86,043,597"
5/24/1980,525000.00,83.9,"627,000","610,500","3,277,000",88.6,"3,698,000","3,498,250",3.8,4.3,"86,043,597"
5/31/1980,477000.00,74.8,"637,000","626,750","3,489,000",93.5,"3,731,000","3,597,500",4.1,4.3,"86,043,597"
6/7/1980,562000.00,92.3,"610,000","629,000","3,459,000",91.5,"3,781,000","3,688,500",4,4.4,"86,043,597"
6/14/1980,511000.00,86.5,"592,000","616,500","3,448,000",91.3,"3,779,000","3,747,250",4,4.4,"86,043,597"
6/21/1980,529000.00,88.3,"599,000","609,500","3,489,000",90.4,"3,858,000","3,787,250",4.1,4.5,"86,043,597"
6/28/1980,563000.00,89.9,"627,000","607,000","3,384,000",86.5,"3,912,000","3,832,500",3.9,4.5,"86,043,597"
7/5/1980,584000.00,100.9,"579,000","599,250","3,663,000",95.8,"3,823,000","3,843,000",4.2,4.4,"86,635,358"
7/12/1980,643000.00,120.7,"533,000","584,500","3,803,000",99.1,"3,836,000","3,857,250",4.4,4.4,"86,635,358"
7/19/1980,628000.00,110.7,"567,000","576,500","3,729,000",96.3,"3,872,000","3,860,750",4.3,4.5,"86,635,358"
7/26/1980,569000.00,102,"558,000","559,250","3,635,000",94.4,"3,851,000","3,845,500",4.2,4.4,"86,635,358"
8/2/1980,536000.00,94.3,"569,000","556,750","3,608,000",95.2,"3,789,000","3,837,000",4.2,4.4,"86,635,358"
8/9/1980,494000.00,92.6,"533,000","556,750","3,601,000",93.2,"3,862,000","3,843,500",4.2,4.5,"86,635,358"
8/16/1980,435000.00,83.1,"525,000","546,250","3,488,000",91.5,"3,813,000","3,828,750",4,4.4,"86,635,358"
8/23/1980,410000.00,80.2,"512,000","534,750","3,366,000",89.7,"3,754,000","3,804,500",3.9,4.3,"86,635,358"
8/30/1980,397000.00,79.2,"502,000","518,000","3,136,000",82.4,"3,808,000","3,809,250",3.6,4.4,"86,635,358"
9/6/1980,374000.00,73.3,"511,000","512,500","3,242,000",87.7,"3,698,000","3,768,250",3.7,4.3,"86,635,358"
9/13/1980,414000.00,84.2,"492,000","504,250","3,123,000",84.4,"3,699,000","3,739,750",3.6,4.3,"86,635,358"
9/20/1980,381000.00,82.1,"465,000","492,500","3,063,000",82.8,"3,698,000","3,725,750",3.5,4.3,"86,635,358"
9/27/1980,363000.00,78.6,"463,000","482,750","2,984,000",81.1,"3,679,000","3,693,500",3.4,4.2,"86,635,358"
10/4/1980,410000.00,88.9,"462,000","470,500","2,931,000",79.8,"3,672,000","3,687,000",3.4,4.2,"87,073,394"
10/11/1980,417000.00,93.4,"447,000","459,250","2,854,000",80.4,"3,549,000","3,649,500",3.3,4.1,"87,073,394"
10/18/1980,355000.00,83.8,"425,000","449,250","2,939,000",84.5,"3,477,000","3,594,250",3.4,4,"87,073,394"
10/25/1980,384000.00,92.1,"418,000","438,000","2,943,000",83.5,"3,527,000","3,556,250",3.4,4.1,"87,073,394"
11/1/1980,395000.00,94.3,"419,000","427,250","2,862,000",84.4,"3,391,000","3,486,000",3.3,3.9,"87,073,394"
11/8/1980,416000.00,102.4,"407,000","417,250","2,840,000",84,"3,380,000","3,443,750",3.3,3.9,"87,073,394"
11/15/1980,403000.00,94.4,"427,000","417,750","3,027,000",92.8,"3,260,000","3,389,500",3.5,3.7,"87,073,394"
11/22/1980,440000.00,110.7,"398,000","412,750","2,780,000",84.2,"3,303,000","3,333,500",3.2,3.8,"87,073,394"
11/29/1980,407000.00,98.8,"412,000","411,000","3,286,000",103.7,"3,169,000","3,278,000",3.8,3.6,"87,073,394"
12/6/1980,534000.00,128.3,"416,000","413,250","3,154,000",99,"3,185,000","3,229,250",3.6,3.7,"87,073,394"
12/13/1980,481000.00,116.7,"413,000","409,750","3,241,000",103.7,"3,125,000","3,195,500",3.7,3.6,"87,073,394"
12/20/1980,499000.00,121.2,"412,000","413,250","2,932,000",95.9,"3,056,000","3,133,750",3.4,3.5,"87,073,394"
12/27/1980,546000.00,137.1,"399,000","410,000","3,477,000",110.9,"3,136,000","3,125,500",4,3.6,"87,073,394"
1/3/1981,580000.00,141.5,"410,000","408,500","4,125,000",132.1,"3,123,000","3,110,000",4.7,3.6,"87,092,635"
1/10/1981,839000.00,200.1,"419,000","410,000","3,930,000",127.5,"3,082,000","3,099,250",4.5,3.5,"87,092,635"
1/17/1981,638000.00,151.8,"421,000","412,250","3,878,000",128.3,"3,023,000","3,091,000",4.5,3.5,"87,092,635"
1/24/1981,521000.00,131.6,"396,000","411,500","3,744,000",125.3,"2,988,000","3,054,000",4.3,3.4,"87,092,635"
1/31/1981,490000.00,116.8,"419,000","413,750","3,710,000",124.7,"2,975,000","3,017,000",4.3,3.4,"87,092,635"
2/7/1981,500000.00,119.1,"420,000","414,000","3,593,000",122,"2,945,000","2,982,750",4.1,3.4,"87,092,635"
2/14/1981,439000.00,104,"423,000","414,500","3,704,000",121.7,"3,043,000","2,987,750",4.3,3.5,"87,092,635"
2/21/1981,430000.00,98.2,"438,000","425,000","3,769,000",124.7,"3,023,000","2,996,500",4.3,3.5,"87,092,635"
2/28/1981,432000.00,99.7,"434,000","428,750","3,608,000",124.4,"2,901,000","2,978,000",4.1,3.3,"87,092,635"
3/7/1981,414000.00,101.3,"409,000","426,000","3,550,000",121.1,"2,931,000","2,974,500",4.1,3.4,"87,092,635"
3/14/1981,385000.00,94.4,"408,000","422,250","3,464,000",119.3,"2,905,000","2,940,000",4,3.3,"87,092,635"
3/21/1981,365000.00,91.2,"401,000","413,000","3,343,000",115.9,"2,885,000","2,905,500",3.8,3.3,"87,092,635"
3/28/1981,356000.00,86.4,"412,000","407,500","3,262,000",113.4,"2,876,000","2,899,250",3.7,3.3,"87,092,635"
4/4/1981,383000.00,92.1,"417,000","409,500","3,147,000",109.4,"2,875,000","2,885,250",3.6,3.3,"86,945,288"
4/11/1981,401000.00,101.4,"396,000","406,500","3,028,000",108.1,"2,800,000","2,859,000",3.5,3.2,"86,945,288"
4/18/1981,350000.00,89.3,"392,000","404,250","2,980,000",104.2,"2,860,000","2,852,750",3.4,3.3,"86,945,288"
4/25/1981,379000.00,87.1,"436,000","410,250","2,960,000",102.3,"2,893,000","2,857,000",3.4,3.3,"86,945,288"
5/2/1981,342000.00,82.9,"413,000","409,250","2,862,000",97.2,"2,944,000","2,874,250",3.3,3.4,"86,945,288"
5/9/1981,369000.00,87.3,"423,000","416,000","2,793,000",96.7,"2,887,000","2,896,000",3.2,3.3,"86,945,288"
5/16/1981,340000.00,82.2,"414,000","421,500","2,703,000",94.4,"2,865,000","2,897,250",3.1,3.3,"86,945,288"
5/23/1981,342000.00,82.4,"415,000","416,250","2,544,000",88.9,"2,862,000","2,889,500",2.9,3.3,"86,945,288"
5/30/1981,301000.00,72.4,"417,000","417,250","2,691,000",90.8,"2,962,000","2,894,000",3.1,3.4,"86,945,288"
6/6/1981,384000.00,89.9,"428,000","418,500","2,632,000",91.5,"2,877,000","2,891,500",3,3.3,"86,945,288"
6/13/1981,367000.00,86.7,"425,000","421,250","2,593,000",90.4,"2,867,000","2,892,000",3,3.3,"86,945,288"
6/20/1981,376000.00,86.4,"435,000","426,250","2,577,000",89.3,"2,886,000","2,898,000",3,3.3,"86,945,288"
6/27/1981,387000.00,87.2,"444,000","433,000","2,552,000",85.6,"2,983,000","2,903,250",2.9,3.4,"86,945,288"
7/4/1981,430000.00,93.7,"460,000","441,000","2,672,000",92.6,"2,886,000","2,905,500",3.1,3.3,"86,917,852"
7/11/1981,516000.00,121.1,"426,000","441,250","2,815,000",98.9,"2,845,000","2,900,000",3.2,3.3,"86,917,852"
7/18/1981,481000.00,111.9,"430,000","440,000","2,770,000",95.4,"2,902,000","2,904,000",3.2,3.3,"86,917,852"
7/25/1981,429000.00,105.6,"407,000","430,750","2,718,000",93.8,"2,899,000","2,883,000",3.1,3.3,"86,917,852"
8/1/1981,444000.00,93.3,"476,000","434,750","2,711,000",94.5,"2,867,000","2,878,250",3.1,3.3,"86,917,852"
8/8/1981,419000.00,93.7,"448,000","440,250","2,769,000",92.4,"2,998,000","2,916,500",3.2,3.4,"86,917,852"
8/15/1981,369000.00,83.5,"442,000","443,250","2,713,000",91.5,"2,966,000","2,932,500",3.1,3.4,"86,917,852"
8/22/1981,351000.00,80.8,"434,000","450,000","2,625,000",88.8,"2,957,000","2,947,000",3,3.4,"86,917,852"
8/29/1981,352000.00,78.1,"451,000","443,750","2,572,000",87.1,"2,954,000","2,968,750",3,3.4,"86,917,852"
9/5/1981,396000.00,83.8,"473,000","450,000","2,386,000",81.9,"2,914,000","2,947,750",2.7,3.4,"86,917,852"
9/12/1981,331000.00,73,"454,000","453,000","2,598,000",85.2,"3,051,000","2,969,000",3,3.5,"86,917,852"
9/19/1981,392000.00,82.7,"475,000","463,250","2,484,000",82.4,"3,014,000","2,983,250",2.9,3.5,"86,917,852"
9/26/1981,392000.00,79.9,"491,000","473,250","2,487,000",80.9,"3,073,000","3,013,000",2.9,3.5,"86,917,852"
10/3/1981,416000.00,85,"489,000","477,250","2,453,000",79.9,"3,069,000","3,051,750",2.8,3.5,"86,935,054"
10/10/1981,476000.00,97.1,"491,000","486,500","2,450,000",79.1,"3,098,000","3,063,500",2.8,3.6,"86,935,054"
10/17/1981,408000.00,83.8,"487,000","489,500","2,633,000",84.8,"3,104,000","3,086,000",3,3.6,"86,935,054"
10/24/1981,450000.00,93.3,"483,000","487,500","2,642,000",83.1,"3,181,000","3,113,000",3,3.7,"86,935,054"
10/31/1981,479000.00,93.2,"514,000","493,750","2,699,000",84.8,"3,183,000","3,141,500",3.1,3.7,"86,935,054"
11/7/1981,534000.00,104,"514,000","499,500","2,722,000",82.9,"3,282,000","3,187,500",3.1,3.8,"86,935,054"
11/14/1981,483000.00,93.4,"517,000","507,000","3,077,000",93.5,"3,291,000","3,234,250",3.5,3.8,"86,935,054"
11/21/1981,522000.00,112.7,"464,000","502,250","2,844,000",83.2,"3,416,000","3,293,000",3.3,3.9,"86,935,054"
11/28/1981,535000.00,97,"552,000","511,750","3,510,000",104.5,"3,360,000","3,337,250",4,3.9,"86,935,054"
12/5/1981,726000.00,130.2,"558,000","522,750","3,506,000",99.7,"3,517,000","3,396,000",4,4,"86,935,054"
12/12/1981,657000.00,119.4,"551,000","531,250","3,549,000",104.5,"3,397,000","3,422,500",4.1,3.9,"86,935,054"
12/19/1981,644000.00,119.6,"539,000","550,000","3,466,000",97.6,"3,551,000","3,456,250",4,4.1,"86,935,054"
12/26/1981,702000.00,126.4,"556,000","551,000","3,921,000",107.8,"3,636,000","3,525,250",4.5,4.2,"86,935,054"
1/2/1982,694300.00,140.2,"495,000","535,250","4,547,000",129.1,"3,523,000","3,526,750",5.2,4,"87,243,185"
1/9/1982,1073500.00,197,"545,000","533,750","4,334,000",127.5,"3,398,000","3,527,000",5,3.9,"87,243,185"
1/16/1982,761700.00,155.8,"489,000","521,250","4,611,000",127.2,"3,624,000","3,545,250",5.3,4.2,"87,243,185"
1/23/1982,771200.00,136.7,"564,000","523,250","4,524,000",125.6,"3,602,000","3,536,750",5.2,4.1,"87,243,185"
1/30/1982,692300.00,118.8,"583,000","545,250","4,396,000",124.9,"3,521,000","3,536,250",5,4,"87,243,185"
2/6/1982,671000.00,120.6,"556,000","548,000","4,383,000",121.2,"3,617,000","3,591,000",5,4.1,"87,243,185"
2/13/1982,532800.00,105.1,"507,000","552,500","4,194,000",120.2,"3,490,000","3,557,500",4.8,4,"87,243,185"
2/20/1982,522900.00,96.2,"544,000","547,500","4,485,000",125.9,"3,562,000","3,547,500",5.1,4.1,"87,243,185"
2/27/1982,536300.00,101.6,"528,000","533,750","4,443,000",125,"3,553,000","3,555,500",5.1,4.1,"87,243,185"
3/6/1982,566300.00,101.8,"556,000","533,750","4,385,000",121.2,"3,619,000","3,556,000",5,4.1,"87,243,185"
3/13/1982,515100.00,95.5,"539,000","541,750","4,328,000",120,"3,605,000","3,584,750",5,4.1,"87,243,185"
3/20/1982,510500.00,91.7,"557,000","545,000","4,288,000",116.4,"3,684,000","3,615,250",4.9,4.2,"87,243,185"
3/27/1982,501500.00,87.4,"574,000","556,500","4,233,000",114,"3,714,000","3,655,500",4.9,4.3,"87,243,185"
4/3/1982,516600.00,89.4,"578,000","562,000","4,104,000",110.3,"3,720,000","3,680,750",4.7,4.2,"87,661,898"
4/10/1982,606300.00,103.6,"585,000","573,500","4,169,000",108.5,"3,841,000","3,739,750",4.8,4.4,"87,661,898"
4/17/1982,540300.00,90.5,"597,000","583,500","4,173,000",105.2,"3,967,000","3,810,500",4.8,4.5,"87,661,898"
4/24/1982,518600.00,88.2,"588,000","587,000","4,032,000",102.6,"3,930,000","3,864,500",4.6,4.5,"87,661,898"
5/1/1982,475600.00,82.5,"576,000","586,500","3,880,000",98,"3,960,000","3,924,500",4.4,4.5,"87,661,898"
5/8/1982,516500.00,88.5,"584,000","586,250","3,855,000",97,"3,972,000","3,957,250",4.4,4.5,"87,661,898"
5/15/1982,486500.00,83.1,"585,000","583,250","3,777,000",95.2,"3,968,000","3,957,500",4.3,4.5,"87,661,898"
5/22/1982,486300.00,83,"586,000","582,750","3,711,000",90.4,"4,103,000","4,000,750",4.2,4.7,"87,661,898"
5/29/1982,485800.00,82.6,"588,000","585,750","3,557,000",89.9,"3,956,000","3,999,750",4.1,4.5,"87,661,898"
6/5/1982,478600.00,78.3,"611,000","592,500","3,794,000",92.7,"4,094,000","4,030,250",4.3,4.7,"87,661,898"
6/12/1982,541600.00,88.2,"614,000","599,750","3,742,000",90.8,"4,121,000","4,068,500",4.3,4.7,"87,661,898"
6/19/1982,508100.00,85.9,"591,000","601,000","3,690,000",89.9,"4,105,000","4,069,000",4.2,4.7,"87,661,898"
6/26/1982,507700.00,87.2,"582,000","599,500","3,685,000",90.8,"4,057,000","4,094,250",4.2,4.6,"87,661,898"
7/3/1982,594400.00,99.1,"600,000","596,750","3,600,000",87,"4,139,000","4,105,500",4.1,4.7,"87,782,614"
7/10/1982,631400.00,110.5,"572,000","586,250","4,013,000",99.7,"4,025,000","4,081,500",4.6,4.6,"87,782,614"
7/17/1982,647000.00,114.2,"567,000","580,250","3,997,000",96.4,"4,148,000","4,092,250",4.6,4.7,"87,782,614"
7/24/1982,576100.00,107.5,"536,000","568,750","3,927,000",94.5,"4,155,000","4,116,750",4.5,4.7,"87,782,614"
7/31/1982,562600.00,93,"605,000","570,000","3,834,000",94.9,"4,040,000","4,092,000",4.4,4.6,"87,782,614"
8/7/1982,569200.00,93.9,"606,000","578,500","3,893,000",92.9,"4,191,000","4,133,500",4.4,4.8,"87,782,614"
8/14/1982,536400.00,84.2,"637,000","596,000","3,901,000",92.1,"4,234,000","4,155,000",4.4,4.8,"87,782,614"
8/21/1982,510400.00,81.3,"628,000","619,000","3,834,000",89.2,"4,300,000","4,191,250",4.4,4.9,"87,782,614"
8/28/1982,502300.00,77.6,"647,000","629,500","3,802,000",88.1,"4,316,000","4,260,250",4.3,4.9,"87,782,614"
9/4/1982,537600.00,82.5,"651,000","640,750","3,565,000",81.8,"4,356,000","4,301,500",4.1,5,"87,782,614"
9/11/1982,467700.00,73,"641,000","641,750","3,834,000",86.2,"4,445,000","4,354,250",4.4,5.1,"87,782,614"
9/18/1982,559500.00,82.3,"680,000","654,750","3,701,000",82.8,"4,468,000","4,396,250",4.2,5.1,"87,782,614"
9/25/1982,535000.00,79.7,"671,000","660,750","3,683,000",81.1,"4,542,000","4,452,750",4.2,5.2,"87,782,614"
10/2/1982,565600.00,81.4,"695,000","671,750","3,720,000",80.4,"4,629,000","4,521,000",4.2,5.3,"87,597,222"
10/9/1982,638100.00,98,"651,000","674,250","3,674,000",78.4,"4,689,000","4,582,000",4.2,5.4,"87,597,222"
10/16/1982,540300.00,82.3,"656,000","668,250","3,899,000",84.8,"4,599,000","4,614,750",4.5,5.3,"87,597,222"
10/23/1982,577600.00,92.7,"623,000","656,250","3,872,000",82.6,"4,686,000","4,650,750",4.4,5.3,"87,597,222"
10/30/1982,576800.00,90.6,"637,000","641,750","3,891,000",84.7,"4,595,000","4,642,250",4.4,5.2,"87,597,222"
11/6/1982,604800.00,102.6,"589,000","626,250","3,846,000",81.6,"4,713,000","4,648,250",4.4,5.4,"87,597,222"
11/13/1982,546700.00,91.2,"599,000","612,000","4,221,000",92.7,"4,554,000","4,637,000",4.8,5.2,"87,597,222"
11/20/1982,650400.00,112.7,"577,000","600,500","3,840,000",81.8,"4,695,000","4,639,250",4.4,5.4,"87,597,222"
11/27/1982,574100.00,93.9,"612,000","594,250","4,597,000",103.5,"4,442,000","4,601,000",5.2,5.1,"87,597,222"
12/4/1982,709400.00,127.4,"557,000","586,250","4,460,000",98.9,"4,509,000","4,550,000",5.1,5.1,"87,597,222"
12/11/1982,638200.00,119.7,"533,000","569,750","4,475,000",103.1,"4,339,000","4,496,250",5.1,5,"87,597,222"
12/18/1982,598000.00,116,"516,000","554,500","4,273,000",97.8,"4,371,000","4,415,250",4.9,5,"87,597,222"
12/25/1982,653600.00,133.6,"489,000","523,750","4,535,000",103.5,"4,381,000","4,400,000",5.2,5,"87,597,222"
1/1/1983,745100.00,139.6,"534,000","518,000","5,112,000",127.5,"4,010,000","4,275,250",5.9,4.6,"87,228,939"
1/8/1983,976600.00,191.5,"510,000","512,250","5,017,000",129.1,"3,885,000","4,161,750",5.8,4.5,"87,228,939"
1/15/1983,773600.00,161.4,"479,000","503,000","4,982,000",126.1,"3,950,000","4,056,500",5.7,4.5,"87,228,939"
1/22/1983,650600.00,135.8,"479,000","500,500","4,866,000",126.1,"3,860,000","3,926,250",5.6,4.4,"87,228,939"
1/29/1983,597700.00,118.9,"503,000","492,750","4,867,000",125.1,"3,890,000","3,896,250",5.6,4.5,"87,228,939"
2/5/1983,594200.00,118.5,"501,000","490,500","4,718,000",121.7,"3,877,000","3,894,250",5.4,4.4,"87,228,939"
2/12/1983,525100.00,108.1,"486,000","492,250","4,876,000",126.1,"3,865,000","3,873,000",5.6,4.4,"87,228,939"
2/19/1983,506300.00,104,"487,000","494,250","4,593,000",120.3,"3,819,000","3,862,750",5.3,4.4,"87,228,939"
2/26/1983,448700.00,93.3,"481,000","488,750","4,869,000",125.6,"3,876,000","3,859,250",5.6,4.4,"87,228,939"
3/5/1983,497400.00,100.4,"495,000","487,250","4,620,000",121.7,"3,797,000","3,839,250",5.3,4.4,"87,228,939"
3/12/1983,459700.00,96.7,"475,000","484,500","4,568,000",120.6,"3,787,000","3,819,750",5.2,4.3,"87,228,939"
3/19/1983,427500.00,90.9,"470,000","480,250","4,387,000",116.9,"3,752,000","3,803,000",5,4.3,"87,228,939"
3/26/1983,422100.00,87.8,"481,000","480,250","4,262,000",114.1,"3,734,000","3,767,500",4.9,4.3,"87,228,939"
4/2/1983,423000.00,86.2,"491,000","479,250","4,164,000",110.8,"3,759,000","3,758,000",4.8,4.3,"86,723,382"
4/9/1983,509700.00,102.8,"496,000","484,500","4,120,000",108,"3,814,000","3,764,750",4.8,4.4,"86,723,382"
4/16/1983,464800.00,90.3,"515,000","495,750","3,945,000",105.4,"3,744,000","3,762,750",4.5,4.3,"86,723,382"
4/23/1983,431300.00,88.4,"488,000","497,500","3,848,000",102.3,"3,762,000","3,769,750",4.4,4.3,"86,723,382"
4/30/1983,399900.00,81.7,"490,000","497,250","3,658,000",98.3,"3,722,000","3,760,500",4.2,4.3,"86,723,382"
5/7/1983,435000.00,88,"494,000","496,750","3,582,000",96.4,"3,714,000","3,735,500",4.1,4.3,"86,723,382"
5/14/1983,385200.00,83,"464,000","484,000","3,451,000",95.2,"3,625,000","3,705,750",4,4.2,"86,723,382"
5/21/1983,380300.00,82.6,"460,000","477,000","3,369,000",91,"3,701,000","3,690,500",3.9,4.3,"86,723,382"
5/28/1983,373000.00,82.2,"454,000","468,000","3,071,000",88.8,"3,457,000","3,624,250",3.5,4,"86,723,382"
6/4/1983,351100.00,76.4,"459,000","459,250","3,291,000",92.8,"3,548,000","3,582,750",3.8,4.1,"86,723,382"
6/11/1983,390100.00,88.3,"442,000","453,750","3,120,000",90.4,"3,453,000","3,539,750",3.6,4,"86,723,382"
6/18/1983,369200.00,85.1,"434,000","447,250","3,101,000",89.8,"3,452,000","3,477,500",3.6,4,"86,723,382"
6/25/1983,383500.00,86.7,"442,000","444,250","3,054,000",90.6,"3,369,000","3,455,500",3.5,3.9,"86,723,382"
7/2/1983,397400.00,94.1,"422,000","435,000","2,785,000",86,"3,239,000","3,378,250",3.2,3.8,"86,147,689"
7/9/1983,451900.00,109.7,"412,000","427,500","3,208,000",99.4,"3,226,000","3,321,500",3.7,3.7,"86,147,689"
7/16/1983,459400.00,116.1,"396,000","418,000","3,117,000",96.9,"3,216,000","3,262,500",3.6,3.7,"86,147,689"
7/23/1983,428300.00,108.5,"395,000","406,250","2,982,000",94.5,"3,155,000","3,209,000",3.5,3.7,"86,147,689"
7/30/1983,383400.00,92.4,"415,000","404,500","2,943,000",94.6,"3,112,000","3,177,250",3.4,3.6,"86,147,689"
8/6/1983,382500.00,92.1,"415,000","405,250","2,886,000",92.9,"3,106,000","3,147,250",3.4,3.6,"86,147,689"
8/13/1983,382300.00,83.7,"457,000","420,500","2,858,000",92,"3,107,000","3,120,000",3.3,3.6,"86,147,689"
8/20/1983,356900.00,80.2,"445,000","433,000","2,782,000",88.9,"3,131,000","3,114,000",3.2,3.6,"86,147,689"
8/27/1983,323600.00,75.9,"426,000","435,750","2,715,000",88.2,"3,079,000","3,105,750",3.2,3.6,"86,147,689"
9/3/1983,328800.00,80.1,"411,000","434,750","2,474,000",81,"3,055,000","3,093,000",2.9,3.5,"86,147,689"
9/10/1983,288700.00,71.7,"403,000","421,250","2,596,000",86.3,"3,007,000","3,068,000",3,3.5,"86,147,689"
9/17/1983,326900.00,80.7,"405,000","411,250","2,461,000",82.2,"2,993,000","3,033,500",2.9,3.5,"86,147,689"
9/24/1983,324700.00,78.1,"416,000","408,750","2,399,000",80.7,"2,973,000","3,007,000",2.8,3.5,"86,147,689"
10/1/1983,318500.00,77.1,"413,000","409,250","2,332,000",79.7,"2,926,000","2,974,750",2.7,3.4,"85,777,156"
10/8/1983,390500.00,96.1,"406,000","410,000","2,263,000",77.3,"2,929,000","2,955,250",2.6,3.4,"85,777,156"
10/15/1983,319900.00,81.2,"394,000","407,250","2,435,000",83.6,"2,913,000","2,935,250",2.8,3.4,"85,777,156"
10/22/1983,354900.00,90.1,"394,000","401,750","2,360,000",81.8,"2,886,000","2,913,500",2.8,3.4,"85,777,156"
10/29/1983,356400.00,88.3,"404,000","399,500","2,405,000",84.1,"2,860,000","2,897,000",2.8,3.3,"85,777,156"
11/5/1983,398200.00,100.9,"395,000","396,750","2,203,000",80.1,"2,750,000","2,852,250",2.6,3.2,"85,777,156"
11/12/1983,347300.00,89,"390,000","395,750","2,551,000",91.5,"2,789,000","2,821,250",3,3.3,"85,777,156"
11/19/1983,431900.00,111.6,"387,000","394,000","2,313,000",80.3,"2,879,000","2,819,500",2.7,3.4,"85,777,156"
11/26/1983,362900.00,91.1,"398,000","392,500","2,785,000",101.9,"2,733,000","2,787,750",3.2,3.2,"85,777,156"
12/3/1983,458400.00,125.6,"365,000","385,000","2,709,000",99,"2,737,000","2,784,500",3.2,3.2,"85,777,156"
12/10/1983,442900.00,120.2,"368,000","379,500","2,710,000",101.7,"2,666,000","2,753,750",3.2,3.1,"85,777,156"
12/17/1983,414600.00,114.5,"362,000","373,250","2,762,000",98.8,"2,796,000","2,733,000",3.2,3.3,"85,777,156"
12/24/1983,496800.00,131.9,"377,000","368,000","2,704,000",99.5,"2,718,000","2,729,250",3.2,3.2,"85,777,156"
12/31/1983,558900.00,150.2,"372,000","369,750","3,080,000",116.5,"2,644,000","2,706,000",3.6,3.1,"85,777,156"
